year,region,method,perc,freq
2000,Addis Ababa,Condoms,2.7,0.027
2001,Addis Ababa,Condoms,2.58,0.0258
2002,Addis Ababa,Condoms,2.46,0.0246
2003,Addis Ababa,Condoms,2.34,0.0234
2004,Addis Ababa,Condoms,2.22,0.0222
2005,Addis Ababa,Condoms,2.1,0.021
2006,Addis Ababa,Condoms,2.1,0.021
2007,Addis Ababa,Condoms,2.1,0.021
2008,Addis Ababa,Condoms,2.1,0.021
2009,Addis Ababa,Condoms,2.1,0.021
2010,Addis Ababa,Condoms,2.1,0.021
2011,Addis Ababa,Condoms,2.1,0.021
2012,Addis Ababa,Condoms,1.96,0.0196
2013,Addis Ababa,Condoms,1.82,0.0182
2014,Addis Ababa,Condoms,1.68,0.0168
2015,Addis Ababa,Condoms,1.54,0.0154
2016,Addis Ababa,Condoms,1.4,0.014
2017,Addis Ababa,Condoms,1.2,0.012
2018,Addis Ababa,Condoms,1,0.01
2019,Addis Ababa,Condoms,0.8,0.008
2000,Addis Ababa,Implants,0.3,0.003
2001,Addis Ababa,Implants,0.38,0.0038
2002,Addis Ababa,Implants,0.46,0.0046
2003,Addis Ababa,Implants,0.54,0.0054
2004,Addis Ababa,Implants,0.62,0.0062
2005,Addis Ababa,Implants,0.7,0.007
2006,Addis Ababa,Implants,0.816666667,0.008166667
2007,Addis Ababa,Implants,0.933333333,0.009333333
2008,Addis Ababa,Implants,1.05,0.0105
2009,Addis Ababa,Implants,1.166666667,0.011666667
2010,Addis Ababa,Implants,1.283333333,0.012833333
2011,Addis Ababa,Implants,1.4,0.014
2012,Addis Ababa,Implants,2.42,0.0242
2013,Addis Ababa,Implants,3.44,0.0344
2014,Addis Ababa,Implants,4.46,0.0446
2015,Addis Ababa,Implants,5.48,0.0548
2016,Addis Ababa,Implants,6.5,0.065
2017,Addis Ababa,Implants,6.566666667,0.065666667
2018,Addis Ababa,Implants,6.633333333,0.066333333
2019,Addis Ababa,Implants,6.7,0.067
2000,Addis Ababa,Injectables,4.8,0.048
2001,Addis Ababa,Injectables,5.36,0.0536
2002,Addis Ababa,Injectables,5.92,0.0592
2003,Addis Ababa,Injectables,6.48,0.0648
2004,Addis Ababa,Injectables,7.04,0.0704
2005,Addis Ababa,Injectables,7.6,0.076
2006,Addis Ababa,Injectables,8.8,0.088
2007,Addis Ababa,Injectables,10,0.1
2008,Addis Ababa,Injectables,11.2,0.112
2009,Addis Ababa,Injectables,12.4,0.124
2010,Addis Ababa,Injectables,13.6,0.136
2011,Addis Ababa,Injectables,14.8,0.148
2012,Addis Ababa,Injectables,13.36,0.1336
2013,Addis Ababa,Injectables,11.92,0.1192
2014,Addis Ababa,Injectables,10.48,0.1048
2015,Addis Ababa,Injectables,9.04,0.0904
2016,Addis Ababa,Injectables,7.6,0.076
2017,Addis Ababa,Injectables,8.1,0.081
2018,Addis Ababa,Injectables,8.6,0.086
2019,Addis Ababa,Injectables,9.1,0.091
2000,Addis Ababa,IUDs,1.3,0.013
2001,Addis Ababa,IUDs,1.26,0.0126
2002,Addis Ababa,IUDs,1.22,0.0122
2003,Addis Ababa,IUDs,1.18,0.0118
2004,Addis Ababa,IUDs,1.14,0.0114
2005,Addis Ababa,IUDs,1.1,0.011
2006,Addis Ababa,IUDs,1.083333333,0.010833333
2007,Addis Ababa,IUDs,1.066666667,0.010666667
2008,Addis Ababa,IUDs,1.05,0.0105
2009,Addis Ababa,IUDs,1.033333333,0.010333333
2010,Addis Ababa,IUDs,1.016666667,0.010166667
2011,Addis Ababa,IUDs,1,0.01
2012,Addis Ababa,IUDs,1.56,0.0156
2013,Addis Ababa,IUDs,2.12,0.0212
2014,Addis Ababa,IUDs,2.68,0.0268
2015,Addis Ababa,IUDs,3.24,0.0324
2016,Addis Ababa,IUDs,3.8,0.038
2017,Addis Ababa,IUDs,3.366666667,0.033666667
2018,Addis Ababa,IUDs,2.933333333,0.029333333
2019,Addis Ababa,IUDs,2.5,0.025
2000,Addis Ababa,Other modern,0,0
2001,Addis Ababa,Other modern,0.08,8.00E-04
2002,Addis Ababa,Other modern,0.16,0.0016
2003,Addis Ababa,Other modern,0.24,0.0024
2004,Addis Ababa,Other modern,0.32,0.0032
2005,Addis Ababa,Other modern,0.4,0.004
2006,Addis Ababa,Other modern,0.333333333,0.003333333
2007,Addis Ababa,Other modern,0.266666667,0.002666667
2008,Addis Ababa,Other modern,0.2,0.002
2009,Addis Ababa,Other modern,0.133333333,0.001333333
2010,Addis Ababa,Other modern,0.066666667,0.000666667
2011,Addis Ababa,Other modern,0,0
2012,Addis Ababa,Other modern,0.06,6.00E-04
2013,Addis Ababa,Other modern,0.12,0.0012
2014,Addis Ababa,Other modern,0.18,0.0018
2015,Addis Ababa,Other modern,0.24,0.0024
2016,Addis Ababa,Other modern,0.3,0.003
2017,Addis Ababa,Other modern,0.6,0.006
2018,Addis Ababa,Other modern,0.9,0.009
2019,Addis Ababa,Other modern,1.2,0.012
2000,Addis Ababa,Other traditional,4.7,0.047
2001,Addis Ababa,Other traditional,4.48,0.0448
2002,Addis Ababa,Other traditional,4.26,0.0426
2003,Addis Ababa,Other traditional,4.04,0.0404
2004,Addis Ababa,Other traditional,3.82,0.0382
2005,Addis Ababa,Other traditional,3.6,0.036
2006,Addis Ababa,Other traditional,3.366666667,0.033666667
2007,Addis Ababa,Other traditional,3.133333333,0.031333333
2008,Addis Ababa,Other traditional,2.9,0.029
2009,Addis Ababa,Other traditional,2.666666667,0.026666667
2010,Addis Ababa,Other traditional,2.433333333,0.024333333
2011,Addis Ababa,Other traditional,2.2,0.022
2012,Addis Ababa,Other traditional,2.24,0.0224
2013,Addis Ababa,Other traditional,2.28,0.0228
2014,Addis Ababa,Other traditional,2.32,0.0232
2015,Addis Ababa,Other traditional,2.36,0.0236
2016,Addis Ababa,Other traditional,2.4,0.024
2017,Addis Ababa,Other traditional,2.066666667,0.020666667
2018,Addis Ababa,Other traditional,1.733333333,0.017333333
2019,Addis Ababa,Other traditional,1.4,0.014
2000,Addis Ababa,Pill,5.2,0.052
2001,Addis Ababa,Pill,4.88,0.0488
2002,Addis Ababa,Pill,4.56,0.0456
2003,Addis Ababa,Pill,4.24,0.0424
2004,Addis Ababa,Pill,3.92,0.0392
2005,Addis Ababa,Pill,3.6,0.036
2006,Addis Ababa,Pill,3.766666667,0.037666667
2007,Addis Ababa,Pill,3.933333333,0.039333333
2008,Addis Ababa,Pill,4.1,0.041
2009,Addis Ababa,Pill,4.266666667,0.042666667
2010,Addis Ababa,Pill,4.433333333,0.044333333
2011,Addis Ababa,Pill,4.6,0.046
2012,Addis Ababa,Pill,4.34,0.0434
2013,Addis Ababa,Pill,4.08,0.0408
2014,Addis Ababa,Pill,3.82,0.0382
2015,Addis Ababa,Pill,3.56,0.0356
2016,Addis Ababa,Pill,3.3,0.033
2017,Addis Ababa,Pill,3.7,0.037
2018,Addis Ababa,Pill,4.1,0.041
2019,Addis Ababa,Pill,4.5,0.045
2000,Addis Ababa,BTL,1.3,0.013
2001,Addis Ababa,BTL,1.2,0.012
2002,Addis Ababa,BTL,1.1,0.011
2003,Addis Ababa,BTL,1,0.01
2004,Addis Ababa,BTL,0.9,0.009
2005,Addis Ababa,BTL,0.8,0.008
2006,Addis Ababa,BTL,0.816666667,0.008166667
2007,Addis Ababa,BTL,0.833333333,0.008333333
2008,Addis Ababa,BTL,0.85,0.0085
2009,Addis Ababa,BTL,0.866666667,0.008666667
2010,Addis Ababa,BTL,0.883333333,0.008833333
2011,Addis Ababa,BTL,0.9,0.009
2012,Addis Ababa,BTL,0.76,0.0076
2013,Addis Ababa,BTL,0.62,0.0062
2014,Addis Ababa,BTL,0.48,0.0048
2015,Addis Ababa,BTL,0.34,0.0034
2016,Addis Ababa,BTL,0.2,0.002
2017,Addis Ababa,BTL,0.133333333,0.001333333
2018,Addis Ababa,BTL,0.066666667,0.000666667
2019,Addis Ababa,BTL,0,0
2000,Addis Ababa,Withdrawal,0.6,0.006
2001,Addis Ababa,Withdrawal,0.62,0.0062
2002,Addis Ababa,Withdrawal,0.64,0.0064
2003,Addis Ababa,Withdrawal,0.66,0.0066
2004,Addis Ababa,Withdrawal,0.68,0.0068
2005,Addis Ababa,Withdrawal,0.7,0.007
2006,Addis Ababa,Withdrawal,0.666666667,0.006666667
2007,Addis Ababa,Withdrawal,0.633333333,0.006333333
2008,Addis Ababa,Withdrawal,0.6,0.006
2009,Addis Ababa,Withdrawal,0.566666667,0.005666667
2010,Addis Ababa,Withdrawal,0.533333333,0.005333333
2011,Addis Ababa,Withdrawal,0.5,0.005
2012,Addis Ababa,Withdrawal,0.48,0.0048
2013,Addis Ababa,Withdrawal,0.46,0.0046
2014,Addis Ababa,Withdrawal,0.44,0.0044
2015,Addis Ababa,Withdrawal,0.42,0.0042
2016,Addis Ababa,Withdrawal,0.4,0.004
2017,Addis Ababa,Withdrawal,0.266666667,0.002666667
2018,Addis Ababa,Withdrawal,0.133333333,0.001333333
2019,Addis Ababa,Withdrawal,0,0
2000,Afar,Condoms,0.3,0.003
2001,Afar,Condoms,0.48,0.0048
2002,Afar,Condoms,0.66,0.0066
2003,Afar,Condoms,0.84,0.0084
2004,Afar,Condoms,1.02,0.0102
2005,Afar,Condoms,1.2,0.012
2006,Afar,Condoms,1.033333333,0.010333333
2007,Afar,Condoms,0.866666667,0.008666667
2008,Afar,Condoms,0.7,0.007
2009,Afar,Condoms,0.533333333,0.005333333
2010,Afar,Condoms,0.366666667,0.003666667
2011,Afar,Condoms,0.2,0.002
2012,Afar,Condoms,0.2,0.002
2013,Afar,Condoms,0.2,0.002
2014,Afar,Condoms,0.2,0.002
2015,Afar,Condoms,0.2,0.002
2016,Afar,Condoms,0.2,0.002
2017,Afar,Condoms,0.2,0.002
2018,Afar,Condoms,0.2,0.002
2019,Afar,Condoms,0.2,0.002
2000,Afar,Implants,0,0
2001,Afar,Implants,0,0
2002,Afar,Implants,0,0
2003,Afar,Implants,0,0
2004,Afar,Implants,0,0
2005,Afar,Implants,0,0
2006,Afar,Implants,0.016666667,0.000166667
2007,Afar,Implants,0.033333333,0.000333333
2008,Afar,Implants,0.05,5.00E-04
2009,Afar,Implants,0.066666667,0.000666667
2010,Afar,Implants,0.083333333,0.000833333
2011,Afar,Implants,0.1,0.001
2012,Afar,Implants,0.32,0.0032
2013,Afar,Implants,0.54,0.0054
2014,Afar,Implants,0.76,0.0076
2015,Afar,Implants,0.98,0.0098
2016,Afar,Implants,1.2,0.012
2017,Afar,Implants,1.2,0.012
2018,Afar,Implants,1.2,0.012
2019,Afar,Implants,1.2,0.012
2000,Afar,Injectables,1.7,0.017
2001,Afar,Injectables,2.08,0.0208
2002,Afar,Injectables,2.46,0.0246
2003,Afar,Injectables,2.84,0.0284
2004,Afar,Injectables,3.22,0.0322
2005,Afar,Injectables,3.6,0.036
2006,Afar,Injectables,4.066666667,0.040666667
2007,Afar,Injectables,4.533333333,0.045333333
2008,Afar,Injectables,5,0.05
2009,Afar,Injectables,5.466666667,0.054666667
2010,Afar,Injectables,5.933333333,0.059333333
2011,Afar,Injectables,6.4,0.064
2012,Afar,Injectables,6.7,0.067
2013,Afar,Injectables,7,0.07
2014,Afar,Injectables,7.3,0.073
2015,Afar,Injectables,7.6,0.076
2016,Afar,Injectables,7.9,0.079
2017,Afar,Injectables,7.5,0.075
2018,Afar,Injectables,7.1,0.071
2019,Afar,Injectables,6.7,0.067
2000,Afar,IUDs,0,0
2001,Afar,IUDs,0,0
2002,Afar,IUDs,0,0
2003,Afar,IUDs,0,0
2004,Afar,IUDs,0,0
2005,Afar,IUDs,0,0
2006,Afar,IUDs,0.016666667,0.000166667
2007,Afar,IUDs,0.033333333,0.000333333
2008,Afar,IUDs,0.05,5.00E-04
2009,Afar,IUDs,0.066666667,0.000666667
2010,Afar,IUDs,0.083333333,0.000833333
2011,Afar,IUDs,0.1,0.001
2012,Afar,IUDs,0.1,0.001
2013,Afar,IUDs,0.1,0.001
2014,Afar,IUDs,0.1,0.001
2015,Afar,IUDs,0.1,0.001
2016,Afar,IUDs,0.1,0.001
2017,Afar,IUDs,0.266666667,0.002666667
2018,Afar,IUDs,0.433333333,0.004333333
2019,Afar,IUDs,0.6,0.006
2000,Afar,Other modern,0,0
2001,Afar,Other modern,0,0
2002,Afar,Other modern,0,0
2003,Afar,Other modern,0,0
2004,Afar,Other modern,0,0
2005,Afar,Other modern,0,0
2006,Afar,Other modern,0,0
2007,Afar,Other modern,0,0
2008,Afar,Other modern,0,0
2009,Afar,Other modern,0,0
2010,Afar,Other modern,0,0
2011,Afar,Other modern,0,0
2012,Afar,Other modern,0,0
2013,Afar,Other modern,0,0
2014,Afar,Other modern,0,0
2015,Afar,Other modern,0,0
2016,Afar,Other modern,0,0
2017,Afar,Other modern,0.166666667,0.001666667
2018,Afar,Other modern,0.333333333,0.003333333
2019,Afar,Other modern,0.5,0.005
2000,Afar,Other traditional,0.3,0.003
2001,Afar,Other traditional,0.36,0.0036
2002,Afar,Other traditional,0.42,0.0042
2003,Afar,Other traditional,0.48,0.0048
2004,Afar,Other traditional,0.54,0.0054
2005,Afar,Other traditional,0.6,0.006
2006,Afar,Other traditional,0.533333333,0.005333333
2007,Afar,Other traditional,0.466666667,0.004666667
2008,Afar,Other traditional,0.4,0.004
2009,Afar,Other traditional,0.333333333,0.003333333
2010,Afar,Other traditional,0.266666667,0.002666667
2011,Afar,Other traditional,0.2,0.002
2012,Afar,Other traditional,0.16,0.0016
2013,Afar,Other traditional,0.12,0.0012
2014,Afar,Other traditional,0.08,8.00E-04
2015,Afar,Other traditional,0.04,4.00E-04
2016,Afar,Other traditional,0,0
2017,Afar,Other traditional,0,0
2018,Afar,Other traditional,0,0
2019,Afar,Other traditional,0,0
2000,Afar,Pill,3.9,0.039
2001,Afar,Pill,3.32,0.0332
2002,Afar,Pill,2.74,0.0274
2003,Afar,Pill,2.16,0.0216
2004,Afar,Pill,1.58,0.0158
2005,Afar,Pill,1,0.01
2006,Afar,Pill,0.983333333,0.009833333
2007,Afar,Pill,0.966666667,0.009666667
2008,Afar,Pill,0.95,0.0095
2009,Afar,Pill,0.933333333,0.009333333
2010,Afar,Pill,0.916666667,0.009166667
2011,Afar,Pill,0.9,0.009
2012,Afar,Pill,0.8,0.008
2013,Afar,Pill,0.7,0.007
2014,Afar,Pill,0.6,0.006
2015,Afar,Pill,0.5,0.005
2016,Afar,Pill,0.4,0.004
2017,Afar,Pill,0.9,0.009
2018,Afar,Pill,1.4,0.014
2019,Afar,Pill,1.9,0.019
2000,Afar,BTL,0.5,0.005
2001,Afar,BTL,0.4,0.004
2002,Afar,BTL,0.3,0.003
2003,Afar,BTL,0.2,0.002
2004,Afar,BTL,0.1,0.001
2005,Afar,BTL,0,0
2006,Afar,BTL,0,0
2007,Afar,BTL,0,0
2008,Afar,BTL,0,0
2009,Afar,BTL,0,0
2010,Afar,BTL,0,0
2011,Afar,BTL,0,0
2012,Afar,BTL,0,0
2013,Afar,BTL,0,0
2014,Afar,BTL,0,0
2015,Afar,BTL,0,0
2016,Afar,BTL,0,0
2017,Afar,BTL,0,0
2018,Afar,BTL,0,0
2019,Afar,BTL,0,0
2000,Afar,Withdrawal,0,0
2001,Afar,Withdrawal,0,0
2002,Afar,Withdrawal,0,0
2003,Afar,Withdrawal,0,0
2004,Afar,Withdrawal,0,0
2005,Afar,Withdrawal,0,0
2006,Afar,Withdrawal,0.016666667,0.000166667
2007,Afar,Withdrawal,0.033333333,0.000333333
2008,Afar,Withdrawal,0.05,5.00E-04
2009,Afar,Withdrawal,0.066666667,0.000666667
2010,Afar,Withdrawal,0.083333333,0.000833333
2011,Afar,Withdrawal,0.1,0.001
2012,Afar,Withdrawal,0.08,8.00E-04
2013,Afar,Withdrawal,0.06,6.00E-04
2014,Afar,Withdrawal,0.04,4.00E-04
2015,Afar,Withdrawal,0.02,2.00E-04
2016,Afar,Withdrawal,0,0
2017,Afar,Withdrawal,0,0
2018,Afar,Withdrawal,0,0
2019,Afar,Withdrawal,0,0
2000,Amhara,Condoms,0.1,0.001
2001,Amhara,Condoms,0.1,0.001
2002,Amhara,Condoms,0.1,0.001
2003,Amhara,Condoms,0.1,0.001
2004,Amhara,Condoms,0.1,0.001
2005,Amhara,Condoms,0.1,0.001
2006,Amhara,Condoms,0.083333333,0.000833333
2007,Amhara,Condoms,0.066666667,0.000666667
2008,Amhara,Condoms,0.05,5.00E-04
2009,Amhara,Condoms,0.033333333,0.000333333
2010,Amhara,Condoms,0.016666667,0.000166667
2011,Amhara,Condoms,0,0
2012,Amhara,Condoms,0,0
2013,Amhara,Condoms,0,0
2014,Amhara,Condoms,0,0
2015,Amhara,Condoms,0,0
2016,Amhara,Condoms,0,0
2017,Amhara,Condoms,0,0
2018,Amhara,Condoms,0,0
2019,Amhara,Condoms,0,0
2000,Amhara,Implants,0,0
2001,Amhara,Implants,0.02,2.00E-04
2002,Amhara,Implants,0.04,4.00E-04
2003,Amhara,Implants,0.06,6.00E-04
2004,Amhara,Implants,0.08,8.00E-04
2005,Amhara,Implants,0.1,0.001
2006,Amhara,Implants,0.516666667,0.005166667
2007,Amhara,Implants,0.933333333,0.009333333
2008,Amhara,Implants,1.35,0.0135
2009,Amhara,Implants,1.766666667,0.017666667
2010,Amhara,Implants,2.183333333,0.021833333
2011,Amhara,Implants,2.6,0.026
2012,Amhara,Implants,3.9,0.039
2013,Amhara,Implants,5.2,0.052
2014,Amhara,Implants,6.5,0.065
2015,Amhara,Implants,7.8,0.078
2016,Amhara,Implants,9.1,0.091
2017,Amhara,Implants,8.566666667,0.085666667
2018,Amhara,Implants,8.033333333,0.080333333
2019,Amhara,Implants,7.5,0.075
2000,Amhara,Injectables,2.6,0.026
2001,Amhara,Injectables,3.74,0.0374
2002,Amhara,Injectables,4.88,0.0488
2003,Amhara,Injectables,6.02,0.0602
2004,Amhara,Injectables,7.16,0.0716
2005,Amhara,Injectables,8.3,0.083
2006,Amhara,Injectables,9.95,0.0995
2007,Amhara,Injectables,11.6,0.116
2008,Amhara,Injectables,13.25,0.1325
2009,Amhara,Injectables,14.9,0.149
2010,Amhara,Injectables,16.55,0.1655
2011,Amhara,Injectables,18.2,0.182
2012,Amhara,Injectables,18.7,0.187
2013,Amhara,Injectables,19.2,0.192
2014,Amhara,Injectables,19.7,0.197
2015,Amhara,Injectables,20.2,0.202
2016,Amhara,Injectables,20.7,0.207
2017,Amhara,Injectables,22.03333333,0.220333333
2018,Amhara,Injectables,23.36666667,0.233666667
2019,Amhara,Injectables,24.7,0.247
2000,Amhara,IUDs,0,0
2001,Amhara,IUDs,0.02,2.00E-04
2002,Amhara,IUDs,0.04,4.00E-04
2003,Amhara,IUDs,0.06,6.00E-04
2004,Amhara,IUDs,0.08,8.00E-04
2005,Amhara,IUDs,0.1,0.001
2006,Amhara,IUDs,0.116666667,0.001166667
2007,Amhara,IUDs,0.133333333,0.001333333
2008,Amhara,IUDs,0.15,0.0015
2009,Amhara,IUDs,0.166666667,0.001666667
2010,Amhara,IUDs,0.183333333,0.001833333
2011,Amhara,IUDs,0.2,0.002
2012,Amhara,IUDs,0.58,0.0058
2013,Amhara,IUDs,0.96,0.0096
2014,Amhara,IUDs,1.34,0.0134
2015,Amhara,IUDs,1.72,0.0172
2016,Amhara,IUDs,2.1,0.021
2017,Amhara,IUDs,1.7,0.017
2018,Amhara,IUDs,1.3,0.013
2019,Amhara,IUDs,0.9,0.009
2000,Amhara,Other modern,0,0
2001,Amhara,Other modern,0,0
2002,Amhara,Other modern,0,0
2003,Amhara,Other modern,0,0
2004,Amhara,Other modern,0,0
2005,Amhara,Other modern,0,0
2006,Amhara,Other modern,0.016666667,0.000166667
2007,Amhara,Other modern,0.033333333,0.000333333
2008,Amhara,Other modern,0.05,5.00E-04
2009,Amhara,Other modern,0.066666667,0.000666667
2010,Amhara,Other modern,0.083333333,0.000833333
2011,Amhara,Other modern,0.1,0.001
2012,Amhara,Other modern,0.1,0.001
2013,Amhara,Other modern,0.1,0.001
2014,Amhara,Other modern,0.1,0.001
2015,Amhara,Other modern,0.1,0.001
2016,Amhara,Other modern,0.1,0.001
2017,Amhara,Other modern,0.133333333,0.001333333
2018,Amhara,Other modern,0.166666667,0.001666667
2019,Amhara,Other modern,0.2,0.002
2000,Amhara,Other traditional,0.6,0.006
2001,Amhara,Other traditional,0.52,0.0052
2002,Amhara,Other traditional,0.44,0.0044
2003,Amhara,Other traditional,0.36,0.0036
2004,Amhara,Other traditional,0.28,0.0028
2005,Amhara,Other traditional,0.2,0.002
2006,Amhara,Other traditional,0.233333333,0.002333333
2007,Amhara,Other traditional,0.266666667,0.002666667
2008,Amhara,Other traditional,0.3,0.003
2009,Amhara,Other traditional,0.333333333,0.003333333
2010,Amhara,Other traditional,0.366666667,0.003666667
2011,Amhara,Other traditional,0.4,0.004
2012,Amhara,Other traditional,0.36,0.0036
2013,Amhara,Other traditional,0.32,0.0032
2014,Amhara,Other traditional,0.28,0.0028
2015,Amhara,Other traditional,0.24,0.0024
2016,Amhara,Other traditional,0.2,0.002
2017,Amhara,Other traditional,0.133333333,0.001333333
2018,Amhara,Other traditional,0.066666667,0.000666667
2019,Amhara,Other traditional,0,0
2000,Amhara,Pill,2.6,0.026
2001,Amhara,Pill,2.58,0.0258
2002,Amhara,Pill,2.56,0.0256
2003,Amhara,Pill,2.54,0.0254
2004,Amhara,Pill,2.52,0.0252
2005,Amhara,Pill,2.5,0.025
2006,Amhara,Pill,2.266666667,0.022666667
2007,Amhara,Pill,2.033333333,0.020333333
2008,Amhara,Pill,1.8,0.018
2009,Amhara,Pill,1.566666667,0.015666667
2010,Amhara,Pill,1.333333333,0.013333333
2011,Amhara,Pill,1.1,0.011
2012,Amhara,Pill,1.16,0.0116
2013,Amhara,Pill,1.22,0.0122
2014,Amhara,Pill,1.28,0.0128
2015,Amhara,Pill,1.34,0.0134
2016,Amhara,Pill,1.4,0.014
2017,Amhara,Pill,1.3,0.013
2018,Amhara,Pill,1.2,0.012
2019,Amhara,Pill,1.1,0.011
2000,Amhara,BTL,0.1,0.001
2001,Amhara,BTL,0.1,0.001
2002,Amhara,BTL,0.1,0.001
2003,Amhara,BTL,0.1,0.001
2004,Amhara,BTL,0.1,0.001
2005,Amhara,BTL,0.1,0.001
2006,Amhara,BTL,0.15,0.0015
2007,Amhara,BTL,0.2,0.002
2008,Amhara,BTL,0.25,0.0025
2009,Amhara,BTL,0.3,0.003
2010,Amhara,BTL,0.35,0.0035
2011,Amhara,BTL,0.4,0.004
2012,Amhara,BTL,0.4,0.004
2013,Amhara,BTL,0.4,0.004
2014,Amhara,BTL,0.4,0.004
2015,Amhara,BTL,0.4,0.004
2016,Amhara,BTL,0.4,0.004
2017,Amhara,BTL,0.3,0.003
2018,Amhara,BTL,0.2,0.002
2019,Amhara,BTL,0.1,0.001
2000,Amhara,Withdrawal,0,0
2001,Amhara,Withdrawal,0.02,2.00E-04
2002,Amhara,Withdrawal,0.04,4.00E-04
2003,Amhara,Withdrawal,0.06,6.00E-04
2004,Amhara,Withdrawal,0.08,8.00E-04
2005,Amhara,Withdrawal,0.1,0.001
2006,Amhara,Withdrawal,0.116666667,0.001166667
2007,Amhara,Withdrawal,0.133333333,0.001333333
2008,Amhara,Withdrawal,0.15,0.0015
2009,Amhara,Withdrawal,0.166666667,0.001666667
2010,Amhara,Withdrawal,0.183333333,0.001833333
2011,Amhara,Withdrawal,0.2,0.002
2012,Amhara,Withdrawal,0.18,0.0018
2013,Amhara,Withdrawal,0.16,0.0016
2014,Amhara,Withdrawal,0.14,0.0014
2015,Amhara,Withdrawal,0.12,0.0012
2016,Amhara,Withdrawal,0.1,0.001
2017,Amhara,Withdrawal,0.066666667,0.000666667
2018,Amhara,Withdrawal,0.033333333,0.000333333
2019,Amhara,Withdrawal,0,0
2000,Benishangul-Gumuz,Condoms,0.2,0.002
2001,Benishangul-Gumuz,Condoms,0.24,0.0024
2002,Benishangul-Gumuz,Condoms,0.28,0.0028
2003,Benishangul-Gumuz,Condoms,0.32,0.0032
2004,Benishangul-Gumuz,Condoms,0.36,0.0036
2005,Benishangul-Gumuz,Condoms,0.4,0.004
2006,Benishangul-Gumuz,Condoms,0.45,0.0045
2007,Benishangul-Gumuz,Condoms,0.5,0.005
2008,Benishangul-Gumuz,Condoms,0.55,0.0055
2009,Benishangul-Gumuz,Condoms,0.6,0.006
2010,Benishangul-Gumuz,Condoms,0.65,0.0065
2011,Benishangul-Gumuz,Condoms,0.7,0.007
2012,Benishangul-Gumuz,Condoms,0.56,0.0056
2013,Benishangul-Gumuz,Condoms,0.42,0.0042
2014,Benishangul-Gumuz,Condoms,0.28,0.0028
2015,Benishangul-Gumuz,Condoms,0.14,0.0014
2016,Benishangul-Gumuz,Condoms,0,0
2017,Benishangul-Gumuz,Condoms,0,0
2018,Benishangul-Gumuz,Condoms,0,0
2019,Benishangul-Gumuz,Condoms,0,0
2000,Benishangul-Gumuz,Implants,0,0
2001,Benishangul-Gumuz,Implants,0,0
2002,Benishangul-Gumuz,Implants,0,0
2003,Benishangul-Gumuz,Implants,0,0
2004,Benishangul-Gumuz,Implants,0,0
2005,Benishangul-Gumuz,Implants,0,0
2006,Benishangul-Gumuz,Implants,0.2,0.002
2007,Benishangul-Gumuz,Implants,0.4,0.004
2008,Benishangul-Gumuz,Implants,0.6,0.006
2009,Benishangul-Gumuz,Implants,0.8,0.008
2010,Benishangul-Gumuz,Implants,1,0.01
2011,Benishangul-Gumuz,Implants,1.2,0.012
2012,Benishangul-Gumuz,Implants,1.94,0.0194
2013,Benishangul-Gumuz,Implants,2.68,0.0268
2014,Benishangul-Gumuz,Implants,3.42,0.0342
2015,Benishangul-Gumuz,Implants,4.16,0.0416
2016,Benishangul-Gumuz,Implants,4.9,0.049
2017,Benishangul-Gumuz,Implants,6.966666667,0.069666667
2018,Benishangul-Gumuz,Implants,9.033333333,0.090333333
2019,Benishangul-Gumuz,Implants,11.1,0.111
2000,Benishangul-Gumuz,Injectables,4.1,0.041
2001,Benishangul-Gumuz,Injectables,4.64,0.0464
2002,Benishangul-Gumuz,Injectables,5.18,0.0518
2003,Benishangul-Gumuz,Injectables,5.72,0.0572
2004,Benishangul-Gumuz,Injectables,6.26,0.0626
2005,Benishangul-Gumuz,Injectables,6.8,0.068
2006,Benishangul-Gumuz,Injectables,8.266666667,0.082666667
2007,Benishangul-Gumuz,Injectables,9.733333333,0.097333333
2008,Benishangul-Gumuz,Injectables,11.2,0.112
2009,Benishangul-Gumuz,Injectables,12.66666667,0.126666667
2010,Benishangul-Gumuz,Injectables,14.13333333,0.141333333
2011,Benishangul-Gumuz,Injectables,15.6,0.156
2012,Benishangul-Gumuz,Injectables,15.42,0.1542
2013,Benishangul-Gumuz,Injectables,15.24,0.1524
2014,Benishangul-Gumuz,Injectables,15.06,0.1506
2015,Benishangul-Gumuz,Injectables,14.88,0.1488
2016,Benishangul-Gumuz,Injectables,14.7,0.147
2017,Benishangul-Gumuz,Injectables,13.83333333,0.138333333
2018,Benishangul-Gumuz,Injectables,12.96666667,0.129666667
2019,Benishangul-Gumuz,Injectables,12.1,0.121
2000,Benishangul-Gumuz,IUDs,0,0
2001,Benishangul-Gumuz,IUDs,0,0
2002,Benishangul-Gumuz,IUDs,0,0
2003,Benishangul-Gumuz,IUDs,0,0
2004,Benishangul-Gumuz,IUDs,0,0
2005,Benishangul-Gumuz,IUDs,0,0
2006,Benishangul-Gumuz,IUDs,0,0
2007,Benishangul-Gumuz,IUDs,0,0
2008,Benishangul-Gumuz,IUDs,0,0
2009,Benishangul-Gumuz,IUDs,0,0
2010,Benishangul-Gumuz,IUDs,0,0
2011,Benishangul-Gumuz,IUDs,0,0
2012,Benishangul-Gumuz,IUDs,0.26,0.0026
